retriever,Model,agreement_id,question,gold_answer,pred_answer,confidence,time
tfidf,jasu_legalbert,Agreement_5,"What happens if the property is damaged by an insured
risk?","The Landlord will:
(b) use all reasonable efforts to arrange for any damage caused by any
insured risk to the Property (but not the Tenant’s possessions) to be
remedied as soon as practicable, and
(c) refund to the Tenant any Rent paid for any period in which the
Property is uninhabitable or inaccessible as a result as such damage,
any dispute as to the refund to be decided by arbitration,
but (b) and (c) will not apply if the insurers refuse to pay out the policy
monies because of anything the Tenant has done or failed to do.",fair wear and tear,0.43073245882987976,0.07532453536987305
tfidf,nlpaueb_legalbert,Agreement_5,"What happens if the property is damaged by an insured
risk?","The Landlord will:
(b) use all reasonable efforts to arrange for any damage caused by any
insured risk to the Property (but not the Tenant’s possessions) to be
remedied as soon as practicable, and
(c) refund to the Tenant any Rent paid for any period in which the
Property is uninhabitable or inaccessible as a result as such damage,
any dispute as to the refund to be decided by arbitration,
but (b) and (c) will not apply if the insurers refuse to pay out the policy
monies because of anything the Tenant has done or failed to do.",furnishings or effects therein,2.6580180929158814e-05,0.07424712181091309
tfidf,atharvamundada_bertlarge_legal,Agreement_5,"What happens if the property is damaged by an insured
risk?","The Landlord will:
(b) use all reasonable efforts to arrange for any damage caused by any
insured risk to the Property (but not the Tenant’s possessions) to be
remedied as soon as practicable, and
(c) refund to the Tenant any Rent paid for any period in which the
Property is uninhabitable or inaccessible as a result as such damage,
any dispute as to the refund to be decided by arbitration,
but (b) and (c) will not apply if the insurers refuse to pay out the policy
monies because of anything the Tenant has done or failed to do.",the Tenant will not be responsible,0.599363386631012,0.2515857219696045
tfidf,jasu_legalbert,Agreement_5,What happens if I fail to pay the rent on time?,"If the Tenant fails to pay within 14 days of the due date any
amount of the Rent or other sum payable to the Landlord under this
Tenancy agreement, the Tenant will be liable to a charge calculated at a
2
rate equivalent to the payment that would have been payable
multiplied by the interest at the rate of 3% above the Bank of England’s
annual percentage rate for each day that the payment is outstanding
(for a late rent payment).",deduction or set-off,0.0367511622607708,0.07526898384094238
tfidf,nlpaueb_legalbert,Agreement_5,What happens if I fail to pay the rent on time?,"If the Tenant fails to pay within 14 days of the due date any
amount of the Rent or other sum payable to the Landlord under this
Tenancy agreement, the Tenant will be liable to a charge calculated at a
2
rate equivalent to the payment that would have been payable
multiplied by the interest at the rate of 3% above the Bank of England’s
annual percentage rate for each day that the payment is outstanding
(for a late rent payment).",debit,2.6064150006277487e-05,0.07666349411010742
tfidf,atharvamundada_bertlarge_legal,Agreement_5,What happens if I fail to pay the rent on time?,"If the Tenant fails to pay within 14 days of the due date any
amount of the Rent or other sum payable to the Landlord under this
Tenancy agreement, the Tenant will be liable to a charge calculated at a
2
rate equivalent to the payment that would have been payable
multiplied by the interest at the rate of 3% above the Bank of England’s
annual percentage rate for each day that the payment is outstanding
(for a late rent payment).",Early Termination,0.2926870584487915,0.255063533782959
tfidf,jasu_legalbert,Agreement_5,What happens if I damage any items in the property?,"The Tenant will immediately pay for or replace:
(a) Broken windows, doors or door locks of the same quality to their
accommodation regardless of whether the tenant was personally
responsible for their breakage,
(b) Any components of gas, electrical, heating or other appliances
which become defective due to misuse.",indicative charges,0.12266457825899124,0.06036996841430664
tfidf,nlpaueb_legalbert,Agreement_5,What happens if I damage any items in the property?,"The Tenant will immediately pay for or replace:
(a) Broken windows, doors or door locks of the same quality to their
accommodation regardless of whether the tenant was personally
responsible for their breakage,
(b) Any components of gas, electrical, heating or other appliances
which become defective due to misuse.",illustrates the indicative charges at the time of accepting the tenancy,0.0009495383128523827,0.05942988395690918
tfidf,atharvamundada_bertlarge_legal,Agreement_5,What happens if I damage any items in the property?,"The Tenant will immediately pay for or replace:
(a) Broken windows, doors or door locks of the same quality to their
accommodation regardless of whether the tenant was personally
responsible for their breakage,
(b) Any components of gas, electrical, heating or other appliances
which become defective due to misuse.",Inventory Damage Charges,0.2013450413942337,0.18613648414611816
tfidf,jasu_legalbert,Agreement_5,Can I sublet or assign the property to someone else?,"No, the Tenant will not:
(a) Assign, underlet, charge or part with possession of the whole or any
part of the Property,
(b) Take in lodgers,
(c) Share occupation with any person,
(d) Give possession of the keys or fob to any other individual for any
period of time.
3",Landlord can access the Property without notice,0.013624622486531734,0.09072637557983398
tfidf,nlpaueb_legalbert,Agreement_5,Can I sublet or assign the property to someone else?,"No, the Tenant will not:
(a) Assign, underlet, charge or part with possession of the whole or any
part of the Property,
(b) Take in lodgers,
(c) Share occupation with any person,
(d) Give possession of the keys or fob to any other individual for any
period of time.
3",on his behalf are entitled to enter the Property to undertake,8.199573494493961e-05,0.09250068664550781
tfidf,atharvamundada_bertlarge_legal,Agreement_5,Can I sublet or assign the property to someone else?,"No, the Tenant will not:
(a) Assign, underlet, charge or part with possession of the whole or any
part of the Property,
(b) Take in lodgers,
(c) Share occupation with any person,
(d) Give possession of the keys or fob to any other individual for any
period of time.
3",Landlord,0.00664255628362298,0.3053879737854004
